2026-01-11T17:38:15.283680|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.367015|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.465692|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.573487|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.669747|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.768891|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.870756|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:15.972088|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.074292|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.174491|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.275377|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.377362|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.476606|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.577640|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.680270|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.781410|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.881835|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:16.982774|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.083359|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.186091|OBSERVER_3S|5652968204|0.000211|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.285861|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.388733|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.491761|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.589682|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.689768|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.791737|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.892374|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:17.994489|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.093557|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.197477|OBSERVER_3S|5652968204|0.000476|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.297703|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.398748|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.501044|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.600898|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.701049|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.805520|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:18.907616|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:38:19.020891|OBSERVER_3S|5652968204|0.000477|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:39:12.183751|OBSERVER_3S|5652968204|0.000188|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:39:12.265923|OBSERVER_3S|5652968204|0.000188|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:39:12.372040|OBSERVER_3S|5652968204|0.000188|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:39:12.472919|OBSERVER_3S|5652968204|0.000188|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:39:12.576113|OBSERVER_3S|5652968204|0.000188|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.209384|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.298434|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.417901|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.520331|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.618610|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.718238|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.817874|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:28.918647|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.022305|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.129267|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.232725|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.331173|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.434004|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.533940|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.634638|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.735809|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.836634|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:29.955088|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.057671|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.148895|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.250688|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.354615|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.451302|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.552757|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.659198|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.754736|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.857252|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:30.957255|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.061095|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.159880|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.260998|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.361941|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.464985|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.566042|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.666716|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.774756|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.876975|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:31.981110|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:32.079067|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:32.179189|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:32.219331|OBSERVER_7S|5652968204|0.000215|0.9990|0.9990|7.00s|0.0000|1010.85|OBSERVATION
2026-01-11T17:42:32.279964|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
2026-01-11T17:42:32.307933|OBSERVER_7S|5652968204|0.000215|0.9990|0.9990|7.00s|0.0000|1010.85|OBSERVATION
2026-01-11T17:42:32.381475|OBSERVER_3S|5652968204|0.000215|0.9990|0.9990|3.00s|0.0000|1010.85|SIMULATION
